conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1937846012808454293,Wed Jun 25 12:15:31 +0000 2025,0,@sweetceyyaa Haloo kak siapa tau minat aku ada Elsheskin radiant skin serum new 70k sama Hadalabo moist 3d gel 80k Bisa oren freeong,1937847120591233381,,sweetceyyaa,in,,0,2,0,https://x.com/undefined/status/1937847120591233381,1223918058504245249,
1935549585700831583,Wed Jun 25 10:35:29 +0000 2025,0,@semangkanadaa @womanfeeds_id elsheskin kak,1937821947192312268,,semangkanadaa,in,,0,0,0,https://x.com/undefined/status/1937821947192312268,1045616533068607489,
1937793471672164378,Wed Jun 25 08:49:50 +0000 2025,0,@DeclareStay Lumayan sih nun tp lama entah kulit dan PIH ku yg terlalu badak juga kali sekarang lagi nyobain serum elsheskin yg ungu baru semingguan,1937795359700636079,,DeclareStay,in,,0,1,0,https://x.com/undefined/status/1937795359700636079,242234553,
1937707302456606763,Wed Jun 25 08:30:47 +0000 2025,0,@kegblgnunfaedh Skincare lokal tuh makin keren yaa Essence ElsheSkin ini ringan tapi nampol!! Di Tokopedia 7.7 Plus Festival Gajian Sale DIJAMIN BANYAK PLUSNYA! Diskon 5% tanpa min.belanja ,1937790565082689933,,kegblgnunfaedh,in,,0,0,0,https://x.com/undefined/status/1937790565082689933,1845060242528403459,
1937707302456606763,Wed Jun 25 07:52:05 +0000 2025,0,@kegblgnunfaedh Bener² gak nyangka toner dari ElshéSkin bisa se-seger ini di kulit! Pas banget lagi diskon Di Tokopedia 7.7 Plus Festival Gajian Sale DIJAMIN BANYAK PLUSNYA! Gua dapet Diskon 5% tanpa min.belanja &amp; tanpa kuota dong nderrr ️,1937780823249551391,,kegblgnunfaedh,in,,0,0,0,https://x.com/undefined/status/1937780823249551391,1807389757913321472,
1937549091141222725,Tue Jun 24 16:31:15 +0000 2025,0,aku udh cocok bgt sm fw acne nya elsheskin trs tiba2 discontinue tuh maksudnya gmn sih jahat bgt ,1937549091141222725,,,in,,1,0,0,https://x.com/undefined/status/1937549091141222725,1004572223967920128,
1937337087503565176,Tue Jun 24 13:25:12 +0000 2025,1,@ohmy_beautybank sebelumnya pake elsheskin habis 3/4 botol dan ngaruh skg lg struggling bekas PIH dan pori pori. rekomen aku harus pake apa guyss,1937502267957203434,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1937502267957203434,1242675623358648320,
1936607997385716041,Tue Jun 24 08:20:02 +0000 2025,0,@apple_brunch moist elsheskin sama sbm yuja brp kak?,1937425471257608199,,apple_brunch,in,,0,1,0,https://x.com/undefined/status/1937425471257608199,1411194167330361345,
1937157182640038382,Tue Jun 24 08:11:38 +0000 2025,0,@rwaaarwooo @0_0ishi yg Elsheskin udh sold kak sisa Labore 30ml,1937423355449422065,,rwaaarwooo,in,,0,0,0,https://x.com/undefined/status/1937423355449422065,1357667003469713409,
1937337087503565176,Tue Jun 24 06:48:18 +0000 2025,3,@ohmy_beautybank elsheskin sama aboveboard 11 12 hasilnya tapi di aku elsheskin gak gentle buat jerawatku hasilnya ya jerawat bekas sebuh repeat gitu terus. kalau aboveboard so far dia gak nambah in jerawat walaupun presentasinya hampir mirip sama elsheskin dia gentle di aku yang jerawat hormon,1937402386659823752,,ohmy_beautybank,in,,0,1,0,https://x.com/undefined/status/1937402386659823752,1317610144411262977,
1937282329342620093,Tue Jun 24 01:41:23 +0000 2025,0,@xyzeliaw tapi kata tante gue bagus kok elsheskin,1937325147805090145,,xyzeliaw,in,,0,1,0,https://x.com/undefined/status/1937325147805090145,1418941886157426697,
1937294682440237408,Tue Jun 24 00:32:40 +0000 2025,0,@vaxlzk punya elsheskin katanya bagus,1937307853926400016,,vaxlzk,in,,0,1,0,https://x.com/undefined/status/1937307853926400016,709916929,
1937282329342620093,Tue Jun 24 00:10:06 +0000 2025,0,@xyzeliaw elsheskin katanya bagus(?),1937302176805847392,,xyzeliaw,in,,0,1,0,https://x.com/undefined/status/1937302176805847392,1418941886157426697,
1937176286327353439,Mon Jun 23 17:04:49 +0000 2025,0,@butteryberry Hi kak so far yang harganya masih affordable dan mantap di aku masih punya Elsheskin. Aku udh habis 3 tube karena pakai seminggu 3 kali buat sewajah dan 2 hari sekali biasanya pake di area hidung buat deep cleanse. Awal awal di pake emang agak cekat cekit sih tapi lama lama,1937195149618225209,,butteryberry,in,,0,1,0,https://x.com/undefined/status/1937195149618225209,1572072290,
1936256055509676139,Mon Jun 23 13:19:33 +0000 2025,0,@andrainov 4. rekomendasi retinol: serum retinol avoskin yang miraculous retinol (maap lupa nama tapi botolnya coklat berpipet) atau elsheskin yang retinol bukan yang retinal yak. kalo udah advance pake retinol boleh step up ke retinal 5. always use retinol at night,1937138458272903558,,ringerIaktat,in,,0,1,0,https://x.com/undefined/status/1937138458272903558,1363173376353726471,
1937113863746711591,Mon Jun 23 13:13:43 +0000 2025,0,@milokalengs aku pernah pake hanasui (oren biru) sama implora (vitc niacin) di aku b aja (kulitku badak bgt) avoskin vitc pun b aja akhirnya qku upgrade ke elsheskin vitc dia persentase nya tinggii lumayan ngefek pas pake 1 botol sekarang aku botol ke3~,1937136989406732535,,milokalengs,in,,0,0,0,https://x.com/undefined/status/1937136989406732535,1290865550025867264,
1936998822477169123,Mon Jun 23 09:13:47 +0000 2025,0,@eiehm__ Pengin bgt coba aboveboard karna bekas jerawat ku hitam2 banyak sekali tapi males sama ngewarnya jadi beli yang elsheskin ungu alhamdulillah works meski pelan pelaaann.,1937076610785825170,,eiehm__,in,,0,0,0,https://x.com/undefined/status/1937076610785825170,1256483509473931264,
1936928739205726556,Mon Jun 23 02:18:49 +0000 2025,0,@dwwla Enakeun kok buat gak bikin lengket gerah juga cuman skrg aku lagi pake punyannya elsheskin,1936972179918475591,,dwwla,in,,0,1,0,https://x.com/undefined/status/1936972179918475591,1843585844080422912,
1936777633863487804,Sun Jun 22 13:25:46 +0000 2025,0,Yaallah mau skinkeran tapi serumnya kering buset gadipake 3 bulanan masih setengah sekarang mau pake dah kering aje buosss Tolong elsheskin kenapa bisa begini padahal ditutup rapett,1936777633863487804,,,in,,0,0,0,https://x.com/undefined/status/1936777633863487804,2558759867,
1936638496724365575,Sun Jun 22 07:48:34 +0000 2025,0,@sunkjist Elsheskin advance serum ungu lebih nampol buat bekas jerawat hitam. Kalo mau cerahin sewajah mending vit c. Ga pernah coba yg kakak list brandnya tp elsheskin vit c cocok buat pemula dia ga perih sama sekali kalo kena bekas jerawat yg masih basah gt,1936692777171251471,,sunkjist,in,,0,0,0,https://x.com/undefined/status/1936692777171251471,1098806936848355328,
1936473382889070986,Sat Jun 21 18:02:50 +0000 2025,0,@yoonicverse Aku pakee biobeautylab yg potent c baguss tp katanya bagusan elsheskin (tp ini blm coba),1936484975488237905,,yoonicverse,in,,0,0,0,https://x.com/undefined/status/1936484975488237905,1835362376893489152,
1936256055509676139,Sat Jun 21 13:35:52 +0000 2025,3,@bngkitlgdrkubur rekomendasi retinol: avoskin miraculous retinol serum (maap mungkin namanya ga plek gitu) atau tonernya juga boleh innisfree retinol cica (ini mild banget walau ada piti ada rupa) elsheskin retinol (mamaku pake dan oke) skintific retinol serum (temenku pake dan oke),1936417788173951101,,ringerIaktat,in,,0,1,0,https://x.com/undefined/status/1936417788173951101,1363173376353726471,
1935587567379902822,Thu Jun 19 17:27:00 +0000 2025,0,@ohmy_beautybank elsheskin tapi lagi out of stock,1935751181776945420,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1935751181776945420,1933398496348155911,
1935749076022444037,Thu Jun 19 17:18:38 +0000 2025,0,cape bgt nunggui elsheskin acne serum ga restock restock tolonggg,1935749076022444037,,,in,,0,0,0,https://x.com/undefined/status/1935749076022444037,1933398496348155911,
1935187516828586031,Wed Jun 18 13:29:59 +0000 2025,0,@ohmy_beautybank Dulu aku ada milia di kelopak mata dan saat itu blm tau soal exfo tapi rajin pake retinol (waktu itu pake elsheskin). Semenjak pake retinol hilang sih,1935329146173022283,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1935329146173022283,1182495960661819392,
1935233175078494683,Wed Jun 18 07:10:13 +0000 2025,0,@mijeognn aku make elsheskin BNR BNR NGARUHH,1935233573772214537,,mijeognn,in,,0,0,0,https://x.com/undefined/status/1935233573772214537,1661351633677348864,
1935020073250656296,Wed Jun 18 01:03:51 +0000 2025,0,@delunetown elsheskin bhumi punya vit c yang oke (aku gak gitu punya goal buat bilang ngefek apa enggak. yang gak vit c vit c amat (gak ada kandungan vit c tapi ada ekstrak2 lemonnya) ada nacific fresh herb. kalau yang ini di aku bikin pori-pori jd keliatan gak mangap-mangap amat ,1935141376477585836,,delunetown,in,,0,0,0,https://x.com/undefined/status/1935141376477585836,1411873503238754305,
1934949944441307623,Tue Jun 17 12:57:59 +0000 2025,0,@ohmy_beautybank Avoskin ampoule bagus banget. Dah pernah coba The Ordinary (terlalu oily) Implora (kurang ngaruh) Elsheskin (kurang ngaruh) tapi ujung2nya tetap repurchase Avoskin wkwk. Minusnya kalo kena bibir bisa kering jadi sebelumnya pake lip balm dulu.,1934958705226969205,,ohmy_beautybank,in,,0,1,0,https://x.com/undefined/status/1934958705226969205,52965986,
1934801851905659368,Tue Jun 17 02:34:43 +0000 2025,0,Nangissss bgt moisturizernya elsheskin kesayanganku stoknya lg bener2 habis baru ready agustus panik2 ajaib bingung bgt ini terus mau ganti pake brand apaaa huhu udah cinta mentok ,1934801851905659368,,,in,,0,1,0,https://x.com/undefined/status/1934801851905659368,619154617,
1934078399481569531,Mon Jun 16 15:38:14 +0000 2025,0,@womanfeeds_id Dryskin FW: Cetaphil Moist: EIEM Serum: Elshe Radiant Advance Anti Aging: Retinal Elsheskin SS: Unitary Gapake peeling. Gapake Masker. Paling Facial aja itupun sebulan sekali.,1934636645598564567,,womanfeeds_id,in,,0,0,0,https://x.com/undefined/status/1934636645598564567,575370029,
1934603397535310219,Mon Jun 16 13:26:07 +0000 2025,0,agak ngeri gmn gitu trial serum buat get rid of dark spots i mean you better work elsheskin ,1934603397535310219,,,in,,0,0,0,https://x.com/undefined/status/1934603397535310219,1426858065148579840,
1934561356231123197,Mon Jun 16 11:49:52 +0000 2025,0,@alaswajan aku pake elsheskin purifying jelly cleanser. masih betah pake ini udah botol ke 5 kayaknya wkwk,1934579172267192744,,alaswajan,in,,0,0,0,https://x.com/undefined/status/1934579172267192744,123127586,
1926927337821532656,Mon Jun 16 05:20:29 +0000 2025,0,@jianluwes masih nggak kak yang peeling serum elsheskin?,1934481183607599245,,jianluwes,in,,0,1,0,https://x.com/undefined/status/1934481183607599245,1663570795397001216,
1930096100742180947,Mon Jun 16 02:01:15 +0000 2025,0,@ownge_ @erkaives @womanfeeds_id kalau diaku sih aboveboard tapi elsheskin juga gak kalah sih 11 12 gitu deh,1934431044847177992,,ownge_,in,,0,0,0,https://x.com/undefined/status/1934431044847177992,1807045495531122688,
1934159874008743991,Sun Jun 15 08:47:41 +0000 2025,0,@yupiarchives elsheskin yg unguu ituu asli bagus buat nyerahin!,1934170936598781979,,yupiarchives,in,,0,1,0,https://x.com/undefined/status/1934170936598781979,1681543680975593473,
1933878201090273625,Sat Jun 14 13:24:27 +0000 2025,0,ada yang pernah pake micellar water elsheskin ga? reviewnya dong bisa bershin maskara waterproof ga?,1933878201090273625,,,in,,0,2,0,https://x.com/undefined/status/1933878201090273625,1112685122166247425,
1889869029566980554,Sat Jun 14 12:02:30 +0000 2025,0,@fleushn hi kak elsheskin masih?,1933857576963526791,,fleushn,in,,0,0,0,https://x.com/undefined/status/1933857576963526791,1578420711525593088,
1933762298377875930,Sat Jun 14 09:25:41 +0000 2025,0,@cchloezxy coba elsheskin,1933818113067528209,,cchloezxy,in,,0,0,0,https://x.com/undefined/status/1933818113067528209,253786603,
1933762298377875930,Sat Jun 14 08:55:39 +0000 2025,0,@cchloezxy Saya pake retinol 0 3% Minimalist hasilnya bagus dan minim iritasi dibarengi basic skincare hidrasi (essence toner aloe wardah + mosit skin game) Tapi baru mau move ke retinal elsheskin karena mau coba retinal dan melokalkan skincare aja,1933810553379770468,,cchloezxy,in,,0,0,0,https://x.com/undefined/status/1933810553379770468,1754537623568470016,
1933762298377875930,Sat Jun 14 08:26:55 +0000 2025,0,@sukaskincarean @cchloezxy Elsheskin yg retinol itu yg botol merah kah kak?,1933803322525594095,,sukaskincarean,in,,0,0,0,https://x.com/undefined/status/1933803322525594095,77734673,
1933788318606766216,Sat Jun 14 07:53:20 +0000 2025,0,@litleach elsheskin buat pih cepet bgttt,1933794874647851193,,litleach,in,,0,1,0,https://x.com/undefined/status/1933794874647851193,1459357645177978886,
1933762298377875930,Sat Jun 14 05:50:34 +0000 2025,342,@cchloezxy beberapa referensi retinol buat pemula: elsheskin retinol avoskin actosome retinol beauty of joseon Actosome Retinol kalo pengen fokus buat recovery jerawat bisa cari yang ada ingredients HPR kayak: Bhumi retinol HAUM A serum,1933763976929947966,,cchloezxy,in,,2,15,40,https://x.com/undefined/status/1933763976929947966,1572072290,
1933725973691969856,Sat Jun 14 05:20:13 +0000 2025,0,@ttaelgirebus Iya siih aku juga kemarin beli karena bisa di pake primer makeup aja jadi beli jadi engga double layer Aku buat ngilangin jerawat memudar pake elsheskin retinal ka itu bagus buat mudarin bekasnya (diaku) Btw ngilangin blackhead pake apa ?,1933756340989800767,,ttaelgirebus,in,,0,1,0,https://x.com/undefined/status/1933756340989800767,1373497112327974912,
1933437889112662511,Sat Jun 14 00:35:30 +0000 2025,0,@ohmy_beautybank Sama ih aku mpe udah hampir 2 bulan gak pake serum retinol elsheskin pdhl niat mau beralih ke FSS. Exfo toner juga gak punya ,1933684690017530149,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1933684690017530149,124489499,
1933364847628214614,Fri Jun 13 18:28:34 +0000 2025,0,@notyourfafa Cari yg ada kandungan tranexamic acid kyk glowbomb aboveboard atau elsheskin,1933592347662839908,,notyourfafa,in,,0,0,0,https://x.com/undefined/status/1933592347662839908,1231670432173940736,
1933522328098648423,Fri Jun 13 13:50:20 +0000 2025,0,ada yg pake elsheskin peeling serum? itu beneran 20% ya? gimana ripiunyaa aman gaaa?,1933522328098648423,,,in,,0,2,0,https://x.com/undefined/status/1933522328098648423,1307525673020346369,
1933111618944323640,Thu Jun 12 10:39:29 +0000 2025,0,@womanfeeds_id aku pake mw elsheskin cica,1933111910834266326,,womanfeeds_id,in,,0,0,0,https://x.com/undefined/status/1933111910834266326,1874115861730254854,
1931605452368072864,Thu Jun 12 08:22:43 +0000 2025,0,@vmsdrlg klo di aku elsheskin yang ungu kak dlu pie pih ngeri bgt di muka akuuu:((,1933077492790915360,,vmsdrlg,in,,0,1,0,https://x.com/undefined/status/1933077492790915360,1593350119679664128,
1933037532188745787,Thu Jun 12 07:46:01 +0000 2025,0,@womanfeeds_id aku pake retinalnya elsheskin itu bagus pol! st kita sama kok,1933068254802817275,,womanfeeds_id,in,,0,0,0,https://x.com/undefined/status/1933068254802817275,1451073234326020098,
1932818877693747593,Wed Jun 11 15:15:05 +0000 2025,0,guyz aku udh 1.5thn pake serum retinol fss yg 0.15% kalo mau upgrade bagus yg mana ya? kulit aku combination-acne prone. bingung antara tavi bhumi elsheskin atau gak nutrishe. minta review &amp; recs plisss tencuuu,1932818877693747593,,,in,,0,1,0,https://x.com/undefined/status/1932818877693747593,40598516,
1931569789652422956,Wed Jun 11 15:04:33 +0000 2025,0,@tinyminisuga tapi elsheskin aman ajah kan? soalnya di aku dia paling kenceng kandungannya selain azarine &amp; originote. kalau aman ajah gk ada efek samping bisa pake dari for skin sake. dia retinol ada retinal ada.,1932816228344869188,,albinocorydoras,in,,0,0,0,https://x.com/undefined/status/1932816228344869188,1617467140818489345,
1932744143132111081,Wed Jun 11 13:36:09 +0000 2025,0,@Qanipalat Omo elsheskin Woke thanks ingfonya gege also pet sembuh by ️,1932793981639037112,,Qanipalat,in,,0,1,0,https://x.com/undefined/status/1932793981639037112,1912332242350927873,
1932744143132111081,Wed Jun 11 13:21:07 +0000 2025,0,@Asepsayur_ ada yang ga pake niacin seingetku yang baru launching.... tapi lupa juga takutnya salah okiii semoga bisa nemu mw yang cocok ya! OH IYA ADA ELSHESKIN BARU LAUNCH JUGA boleh diintip dulu ingridientsnya :3,1932790197776941503,,Asepsayur_,in,,0,1,0,https://x.com/undefined/status/1932790197776941503,1432372785213444102,
1932772371796308176,Wed Jun 11 12:14:04 +0000 2025,0,@NurMala85713715 Aku pakai toner elsheskin biru muda yang purifying hydra toner beruntusanku ilang kak sama jerawatku juga kempes,1932773325337735375,,NurMala85713715,in,,0,0,0,https://x.com/undefined/status/1932773325337735375,1891079929498058752,
1932673237366026483,Wed Jun 11 05:36:34 +0000 2025,0,Yang aku suka dri elsheskin dia beneran cepet bgt mudarin bekas jerawat yg udh hitam gitu bikin cerah jg tpi aku kurang suka sama bau serumnya dia jg lumayan lengket dikulit. Ingredientnya ada 3% tranexamic acid kojic acid niacinamide alpha arbutin melazero hexapeptide-2,1932673291673874880,,matchacoklate,in,,0,1,0,https://x.com/undefined/status/1932673291673874880,1245870878656622593,
1932284156165468548,Tue Jun 10 07:28:54 +0000 2025,0,@rurulistyana ini peeling serum produk baru jya elsheskin kahh,1932339170879607132,,rurulistyana,in,,0,1,0,https://x.com/undefined/status/1932339170879607132,1014805411990462464,
1932073220989141498,Tue Jun 10 06:57:44 +0000 2025,0,@womanfeeds_id BISA aku kombi pernah breakout pas dulu ngampus pake sunscreennya emina pas masih yg tube putih ada abu²-orennya bruntusan+jerawatan mendem gede² lgsg serempak nongol setelah pemakaian 3-4 hari. Abis itu pindah ke elsheskin biore skrg lagi pake amaterasun transparent,1932331327568888177,,womanfeeds_id,in,,0,0,0,https://x.com/undefined/status/1932331327568888177,91732690,
1932284156165468548,Tue Jun 10 06:51:15 +0000 2025,0,@rurulistyana elsheskin mantep poll mbak,1932329697649815579,,rurulistyana,in,,0,0,0,https://x.com/undefined/status/1932329697649815579,1591371876315504642,
1932145694909116605,Mon Jun 09 19:52:03 +0000 2025,0,@suhjeonged Elsheskin kak,1932163804055703854,,suhjeonged,in,,0,0,0,https://x.com/undefined/status/1932163804055703854,1843585844080422912,
1931975822597902464,Mon Jun 09 07:52:24 +0000 2025,0,@ohmy_beautybank Aku coba pake elsheskin lagi tpi gatau kenapa kaya ga ngaruh dulu elsheskin ada acne spot bentuk jar tpi dulu ordernya via WA. Nah acne spot itu dar der dor sekali,1931982698341691527,,dhanisx,in,,0,0,0,https://x.com/undefined/status/1931982698341691527,103548516,
1931975822597902464,Mon Jun 09 07:50:07 +0000 2025,0,@ohmy_beautybank Pernah breakout parah dulu terus beli acne set elsheskin. Dulu masih kemasan putih kayak skincare abal abal setahunan pake akhirnya membaik dan bener bener sembuh tuh 2 tahun setelahnya. Lamaaaa bgt ga jerawatan parah. Eeh oktober taun lalu mulai breakout lg ,1931982124112125974,,ohmy_beautybank,in,,0,1,0,https://x.com/undefined/status/1931982124112125974,103548516,
